0,1,https://issuu.com/arkfunkill92/docs/01_ucl_architecture_portfolio;
1,0,https://issuu.com/gil.sm/docs/18.01.21_-_portafolio_ucl_-_lg;
122,0,https://issuu.com/UCLComms/docs/ucl_people2011_final_singles_150dpi;
4803,25,https://issuu.com/BartlettArchUCL/docs/bart_graduate_book2018_final_issu;
5,0,https://issuu.com/50569/docs/quran_in_herbew;
0,0,https://issuu.com/CatherineThomson/docs/ucl_foc_prog_16_web;
78,1,https://issuu.com/ucl-pams/docs/ugp18;
1,0,https://issuu.com/greenucl/docs/annual_report_2017;
0,0,https://issuu.com/ucl81/docs/ucl_008_erio_brochure_v8_-_final;
25,0,https://issuu.com/bayes_ahmed/docs/map_projection_gis;
4803,618,https://issuu.com/BartlettArchUCL/docs/bartlettbook_2015_preview;
3,0,https://issuu.com/invisibleflock/docs/rc_booklet_issuu;
0,4,https://issuu.com/VittoriaFusco/docs/final_portfolio_bartlett_issuu;
6,1,https://issuu.com/TheBarlett/docs/the_bartlett_prospectus_2020_s;
7,16,https://issuu.com/danshen/docs/ucl_urban_design_portfolio_dan_shen;
0,0,https://issuu.com/hurri4367/docs/_pdf____ucl_hospitals_injectable_me;
4803,587,https://issuu.com/BartlettArchUCL/docs/bartlett_book_2017;
99,1,https://issuu.com/dirkjan2/docs/arthur_edward_waite_-_collected_poe;
0,0,https://issuu.com/FernandoToroCano/docs/final_report_muwadora_uyana.compres;
4,16,https://issuu.com/Yulia_Gilbert/docs/yg_ucl_and_professional_portfolio_b29b59799afa15;
4803,108,https://issuu.com/BartlettArchUCL/docs/bartlett_summer19_book_final_single;
78,1,https://issuu.com/ucl-pams/docs/ugp17_all_lo_res;
3,0,https://issuu.com/sotirismonachogios/docs/ucl_dfm_skills_portfolio_sotiris_monachogios_2018-;
4803,25,https://issuu.com/BartlettArchUCL/docs/design_anthology_unit12;
2,5,https://issuu.com/charlottecarless/docs/automating_the_architect;
30,31,https://issuu.com/GeorgeGarofalakis/docs/designportfolio;
20,1,https://issuu.com/alisasilanteva/docs/dr;
0,0,https://issuu.com/_jonnewman/docs/ucl_transforming_ucl_brochure_digital_issuu_19-09-;
0,0,https://issuu.com/MedsinUCL/docs/ucl-medsin-magazine-issue-1;
0,0,https://issuu.com/UCL-Energy/docs/ei_annual_review_2018_web;
8,26,https://issuu.com/rashivijan9/docs/rashi_vijan_-_cv__portfolio_small;
4803,94,https://issuu.com/BartlettArchUCL/docs/design_anthology_unit10;
571,640,https://issuu.com/Responsive-Architecture/docs/lilian02;
122,0,https://issuu.com/UCLComms/docs/annual-review-2012;
0,0,https://issuu.com/UCLEstates/docs/ucl_transforming_ucl_brochure_digital_issuu_19-10-;
78,3,https://issuu.com/ucl-pams/docs/ug16_all;
0,1,https://issuu.com/ucl386/docs/ucl_press_autumn-winter_2019-20_catalogue;
4,17,https://issuu.com/Rung-arunTiyanukulmongkhon/docs/rung_portfolio_2019_edit_02;
76,5,https://issuu.com/SoomeenHahm/docs/rc56_1617_compositeskin;
14,0,https://issuu.com/uclalumni/docs/maths_and_stats;
3,0,https://issuu.com/UCLAustralia/docs/grad_broch_final_lr;
4803,275,https://issuu.com/BartlettArchUCL/docs/thebartlettbook2016-preview;
76,4,https://issuu.com/SoomeenHahm/docs/rc56_1617_claycuts;
3,0,https://issuu.com/UCL_IEDE/docs/iede_brochure;
0,0,https://issuu.com/dabinrubylee/docs/dabin_ruby_lee_major_project_2;
2,1,https://issuu.com/2512946/docs/ucl003_postgraduate_magazine;
4803,23,https://issuu.com/BartlettArchUCL/docs/design_anthology_unit22;
